T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
29.1,36.5,20.5,1009.2,53,1.8,2.6,11.1,104.625
25.6,32.3,20,1011.4,64,1.9,5,14.8,110.875
26.8,33.6,19.2,1010.5,53,1.6,4.6,11.1,42.958333333333336
28.1,35.8,18.6,1010,40,1.9,8.7,16.5,0.0
30.5,38.8,20.6,1006,41,2.4,8.1,22.2,120.875
31.5,38.8,22.1,1006.2,39,2.4,8.1,16.5,79.91666666666667
30.6,38.7,21.5,1007,36,1.9,8.3,18.3,0.0
34.8,42.8,24.2,1001.7,30,2.3,9.6,18.3,94.75
34.5,41.7,26.2,1001.8,33,1.9,6.5,11.1,142.5
31.8,41.7,26.2,1003.7,43,1.9,7.4,18.3,133.375
31.8,38.6,24.2,1004.3,54,1.9,1.9,7.6,147.83333333333334
32.2,39.5,25.2,1002.1,45,1.6,9.3,16.5,158.29166666666666
30.7,39.5,21.4,1000.5,43,1.6,6.5,14.8,149.58333333333334
25.2,30.6,18,1008.2,71,2.6,10,20.6,101.5
26.9,32.1,19,1006.6,62,1.8,8.5,18.3,106.5
29.7,35.4,23,1004.1,48,1.8,11.1,16.5,128.125
32.3,39.1,24,1006.6,36,2.3,11.7,24.1,101.95833333333333
31.9,38.8,26.5,1006,39,2.3,8.7,22.2,98.41666666666667
32.8,38.6,24.8,1002.3,40,1.9,9.6,18.3,94.375
32.4,40.6,23.2,1005.2,45,2.7,8.9,14.8,107.625
30,36.4,21.4,1007.2,60,2.6,4.1,14.8,110.41666666666667
31.8,38.8,24,1004.8,54,1.9,2.6,7.6,95.83333333333333
34.6,42.8,25,999.6,46,1.8,6.3,18.3,72.25
32.9,41.6,25.6,1003,44,2.9,17.4,55.4,38.666666666666664
32.8,39.9,25,1003.3,48,2.6,4.6,14.8,45.375
34.8,41.7,26.5,1000,40,2.6,6.5,14.8,65.16666666666667
38.5,44.9,30.8,994,31,1.9,13.1,29.4,66.08333333333333
37.8,45.1,28.6,993.3,34,1.9,6.7,18.3,77.66666666666667
37.9,45.5,30.1,993.1,38,1.9,5.9,16.5,70.25
30.3,41.1,22.7,997.7,62,2.6,16.7,29.4,56.291666666666664
30.5,37.1,25.5,997.3,73,2.6,6.5,22.2,77.0
33.9,40.6,28,997,59,2.1,8.1,25.9,32.958333333333336
35.6,41.4,28.4,993.2,55,1.9,10.9,18.3,80.625
37.9,43,31,991.5,44,2.3,17.8,25.9,90.70833333333333
36.9,41.7,32.7,994,49,1.9,9.8,24.1,97.29166666666667
33.3,39,25.3,997.7,56,1.9,9.8,16.5,50.708333333333336
32.4,38.1,23.5,1000.8,66,1.9,3.3,7.6,40.375
34.7,39.9,28.8,1001.5,55,1.9,9.4,22.2,49.416666666666664
31.2,35.2,27,1000.9,71,1.9,6.3,11.1,61.875
29.5,36.6,25.5,1000.9,76,1.8,5.7,14.8,0.0
28.9,36.6,26.1,998.4,80,1.9,5.2,14.8,29.666666666666668
34,38.8,26.8,998.1,55,1.9,5.6,14.8,49.125
34.9,40.3,28.6,996.8,48,1.9,9.6,25.9,43.666666666666664
35.9,40.5,29.6,996.3,46,1.9,13.7,27.8,29.833333333333332
33.3,42.3,29.2,997.8,69,1.9,5.2,9.4,35.208333333333336
32.4,40.2,25.9,997.2,74,1.9,6.7,14.8,37.625
33.2,39,28.5,996.2,68,1.9,8.9,11.1,41.458333333333336
29.8,33.6,25.4,995.1,76,1.9,6.3,18.3,38.583333333333336
30.8,34.6,26.5,996.6,74,1.9,6.3,14.8,36.0
32.1,35.8,27.2,996.1,71,1.9,4.6,9.4,70.58333333333333
30.7,33.9,26.5,1000.8,70,1.9,10,14.8,33.166666666666664
32.5,37.5,27.6,1001.9,67,1.9,7.2,18.3,38.25
31.7,37.5,28.1,1002.1,71,1.9,2.4,33.5,26.583333333333332
32.5,36.5,28.2,999.9,71,1.9,7.8,16.5,15.416666666666666
33.3,37.7,28.1,998,66,1.9,6.5,9.4,41.375
30.3,35.3,28.4,996.9,81,1.9,0.9,7.6,25.541666666666668
31.4,36.6,27,995.3,72,1.9,5.7,13,28.375
31,34,29,996.8,71,1.9,5.6,16.5,50.333333333333336
30.9,35,27.6,998.4,73,1.9,5.9,14.8,35.375
30.9,35.4,27,1000.3,75,1.9,4.8,16.5,31.916666666666668
32,36.6,27,998.1,63,2.3,20.7,27.8,35.291666666666664
30.5,36.2,25.4,997.3,65,2.3,18.5,29.4,26.833333333333332
31.2,35.7,27.6,999,62,1.9,14.6,27.8,21.125
33,37,27,1004.8,59,1.9,6.9,16.5,35.708333333333336
33.3,38.4,28,1002.5,54,1.9,8.9,18.3,43.583333333333336
32.6,38.4,28,1001.3,51,1.9,10.9,27.8,46.041666666666664
33.7,39.1,27.5,1002.6,53,2.7,7.8,16.5,82.875
34.1,39.4,29,1001.5,49,3.1,10,18.3,64.91666666666667
34.1,39.4,27.5,1001.1,53,2.9,8,20.6,30.666666666666668
27.5,34.8,25,1001,89,1.9,4.3,16.5,34.416666666666664
29.5,35.3,24.6,1001.1,71,2.3,10.9,48.2,33.166666666666664
29.4,35.3,26.3,1001.7,76,2.6,10.4,20.6,30.625
28.5,33.2,26,1001.3,82,1.9,15,25.9,30.333333333333332
30.9,34.7,25.7,1003.5,73,1.9,1.3,5.4,0.0
31.2,36,26.4,1003.3,72,1.9,3.5,13,0.0
30.8,36,26.8,1002.5,76,1.9,1.9,11.1,0.0
29.3,34.1,23.5,1004.1,73,1.8,4.3,11.1,76.875
29,34.8,24.6,1004.3,71,1.9,6.7,14.8,83.45833333333333
29.8,34.9,22.5,1004.2,68,2.6,6.7,18.3,71.66666666666667
31,36.3,25.3,1003.5,62,3.1,4.3,14.8,69.70833333333333
31,36.3,26,1002.8,61,2.3,4.4,11.1,62.375
30.4,36.2,25.2,1003.6,61,2.6,5.6,14.8,24.875
30,35.8,24.2,1007.7,58,2.6,9.6,18.3,43.958333333333336
30.1,35.7,24,1008.1,57,2.4,5.7,16.5,41.5
30.7,36.3,25.4,1009.2,54,3.1,8.9,16.5,38.791666666666664
31,36.9,24.3,1010.1,54,3.1,3.1,11.1,30.333333333333332
30.3,36.9,24.6,1009.1,58,2.6,2.8,9.4,26.666666666666668
30.7,37,24.4,1008.1,57,2.7,2,14.8,29.0
30.9,37.2,24.5,1008.3,65,1.6,1.1,5.4,61.708333333333336
29.6,35.2,24.9,1009.9,59,1.9,3,20.6,60.541666666666664
27.6,34.6,22.2,1010,56,2.3,3.3,11.1,41.583333333333336
27.6,34.5,18.6,1009.8,66,1.8,8.7,14.8,80.04166666666667
24.4,33.6,21.4,1011,75,1.9,5.4,14.8,82.83333333333333
24.5,30.4,19.6,1014.8,73,2.1,3.1,7.6,95.25
23.8,31.5,16.5,1012.5,61,1.4,4.3,11.1,126.16666666666667
24.7,32.3,16.6,1013.3,60,1.8,4.4,14.8,136.70833333333334
25.4,33.3,18,1014.5,60,1.4,2,5.4,160.66666666666666
25.4,33.1,18.6,1012.3,71,1,0.9,3.5,245.66666666666666
25.1,32.3,19.4,1014.9,69,1.4,2,9.4,261.6666666666667
24.9,32.6,19.5,1013.7,67,1.4,1.9,9.4,272.4166666666667
23.2,32.1,16,1013.7,62,1,3.7,11.1,149.625
22.5,29.3,16.6,1014,57,1.3,5.4,11.1,99.70833333333333
22.7,31.1,15.8,1014.5,54,1.4,7.2,20.6,217.375
23.4,31.2,15,1013.4,58,1.1,4.1,14.8,309.375
23.9,31.7,16.6,1012.9,69,1,2.4,11.1,321.5416666666667
24,32.1,17.1,1014.6,69,1.3,1.7,9.4,278.0
24.2,31.6,17.2,1015.3,62,1.1,4.3,11.1,192.33333333333334
18.5,27.6,11.7,1016.6,56,1.3,3.3,11.1,224.16666666666666
18.3,27.6,9,1016.4,48,1.3,7.4,22.2,196.75
18.6,27.5,10.6,1014.8,51,1.3,2.8,11.1,221.54166666666666
17.6,28.8,8.5,1016.6,59,1.3,1.1,9.4,166.70833333333334
18.4,28.8,11.7,1014.9,58,1.4,3.7,9.4,130.70833333333334
17.2,27.8,9.8,1014.1,64,1,2,11.1,194.70833333333334
16.4,26.6,8,1015,57,1.3,2.6,14.8,134.45833333333334
17.4,26.7,9,1011.2,55,1.4,6.3,14.8,110.0
20.1,30,11.4,1013.8,47,1.8,8.9,22.2,118.91666666666667
20.1,29,13.8,1014.3,52,1.9,7.2,22.2,176.375
20.3,28.1,14,1013.6,52,1.9,9.3,22.2,185.95833333333334
17.2,27.4,10.5,1014.9,52,1.6,4.8,14.8,239.125
17.1,26.3,10.2,1015.1,54,1.6,2.8,11.1,365.2916666666667
15.8,22.3,10.4,1016.2,77,1,8.9,14.8,121.33333333333333
15,20.8,13.2,1016.8,93,1.1,3.5,9.4,202.875
14.2,20,10.4,1019.2,82,1.6,1.9,9.4,260.1666666666667
11.7,17.6,7.4,1022.3,85,0.3,0.4,3.5,277.7083333333333
11.3,17.5,7.2,1018.8,81,0.8,5.7,13,284.1666666666667
9.5,17.5,5.6,1018.1,84,0.5,0.9,3.5,288.4166666666667
9.3,16,6,1020,85,0.6,8.1,14.8,166.91666666666666
10.8,17,6.3,1017.7,82,0.8,7.8,11.1,169.0
10.4,19.2,4.8,1018.6,71,0.8,2.8,11.1,186.04166666666666
