T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
27,33.6,19.4,1007.9,42,2.3,5.4,14.8,101.79166666666667
26.8,34.2,21.6,1008.5,41,1.9,8.3,16.5,106.16666666666667
26.2,34.2,20,1010.3,37,1.9,10.9,18.3,89.875
25.7,35,18.6,1010.8,43,1.8,5.4,16.5,48.208333333333336
25.6,33,18.2,1010.5,37,1.9,7.6,48.2,47.041666666666664
27.1,34.3,18,1011,39,2.6,4.3,13,67.79166666666667
27.8,34.1,20.4,1009.1,45,2.3,4.4,11.1,56.666666666666664
27.9,35.6,20.5,1007.2,46,1.8,2,7.6,79.0
29.5,35.6,21.8,1006.1,42,1.8,3.1,7.6,123.58333333333333
27.6,34.8,19.6,1006.8,39,1.9,5.7,16.5,80.29166666666667
27.6,34.9,18.6,1007.3,42,1.9,5.2,13,137.875
28.5,36,19.2,1007.5,33,1.8,9.3,33.5,87.875
31.8,40.5,22.9,1003.4,38,1.4,3,11.1,121.20833333333333
30.2,40.5,25,1006.4,43,1.1,14.1,22.2,97.04166666666667
29.4,37.2,23.6,1005,52,1.4,7.2,18.3,92.08333333333333
34.3,41.1,26.4,1002.8,32,1.9,8.3,18.3,130.625
33.4,40.3,25.5,1000.1,36,2.4,6.5,14.8,90.5
34.7,41.1,25.9,999.3,31,1.9,12,20.6,55.416666666666664
31,36.7,23.8,1002.8,44,2.3,5.6,14.8,108.33333333333333
32,38.8,24.7,1000.4,43,2.6,3.9,14.8,198.875
33.8,41.2,26.4,998.8,33,1.9,8,20.6,120.70833333333333
33.7,40,28.9,1002.1,40,2.6,5.4,16.5,60.541666666666664
34,41,28.2,1001.7,37,1.4,4.8,14.8,79.0
34.7,42.6,28.4,1003.1,30,1.9,5.2,11.1,133.70833333333334
35.1,42.2,28.8,998.1,41,1.9,12.6,24.1,53.25
32.2,39.2,27,997.4,57,1.9,15,20.6,65.16666666666667
27.1,32.4,21.4,997.7,68,1.9,14.1,29.4,83.58333333333333
35.2,41.8,29.2,1000,40,1.9,15.6,22.2,40.666666666666664
31.6,40.1,27.4,1002.2,48,1.9,7.4,33.5,48.125
31,36.6,25.3,1004.4,49,1.9,5.7,18.3,103.16666666666667
34.8,41.5,27.6,996.7,49,1.9,13,18.3,143.375
30.7,36.7,24.4,999.8,54,1.9,18.5,33.5,44.791666666666664
30.2,36.8,22.8,1003.3,51,1.9,8.1,18.3,71.95833333333333
32.1,39.4,24.5,1002.5,46,1.9,4.8,11.1,17.5
35.8,43.6,29.6,997.3,41,1.9,12,22.2,101.0
33.6,38.8,27.4,997.5,49,1.6,15.6,18.3,76.20833333333333
33.9,41.8,24.4,996.2,53,2.3,11.9,33.5,64.45833333333333
30.7,37.5,25.6,996,71,1.9,5,11.1,101.70833333333333
31,38.4,24.5,995,66,1.9,4.6,11.1,65.41666666666667
32.4,38.4,27.3,996.6,64,1.9,3.9,11.1,54.666666666666664
34.6,38.7,30,994,61,1.9,3.3,7.6,61.5
32.5,36.3,30,994.2,71,1.9,7.2,13,49.125
28.3,30.7,25.9,996.5,85,1.8,5,16.5,65.875
29.8,34.3,26.7,996.5,76,1.9,11.1,18.3,107.16666666666667
31.5,35.6,26.7,997.4,67,1.9,13.3,27.8,184.66666666666666
31,36.4,27.8,997.1,69,1.9,9.3,25.9,113.33333333333333
32.8,38.5,28.2,998,57,2.3,11.1,27.8,146.20833333333334
31.1,36.5,27.8,1000.9,73,1.9,10.4,16.5,112.29166666666667
27.8,36.5,26.8,1002.1,89,1.9,3.9,11.1,60.625
28.9,33.3,26.6,1000.2,84,1.8,6.1,11.1,71.0
32.4,36.4,28.2,996.8,72,1.9,8.5,14.8,153.41666666666666
29.8,35.6,27.4,997,80,1.9,8.3,11.1,134.95833333333334
28.9,32.6,26.8,997.2,79,1.9,11.1,14.8,81.125
31.6,36.3,27.5,993.6,74,1.9,3.3,7.6,52.25
32.4,37.3,28.9,993.3,66,1.9,13,18.3,160.375
31.2,37.3,26.3,995.6,75,1.9,4.6,7.6,99.375
30.6,35,27.5,1003.9,74,1.9,10.7,14.8,31.458333333333332
29.9,35.6,26.4,1003.9,83,1.9,2,9.4,47.375
29.2,35.6,27.2,1000.8,83,1.9,5.2,11.1,38.166666666666664
32.8,37.2,28.3,996.2,69,2.3,7,11.1,35.958333333333336
32.3,36.5,28.6,996.3,71,1.9,9.3,16.5,25.083333333333332
33.3,38.2,28.9,996.3,68,2.6,10.9,18.3,45.833333333333336
30.9,38.2,28.8,997.9,74,2.3,8.5,14.8,33.708333333333336
31.8,35.2,27.6,996.6,73,1.9,10,16.5,26.416666666666668
31.3,35.3,27.8,997.4,72,1.9,13.7,22.2,30.666666666666668
30.7,34.8,27.9,997.2,71,2.6,15.6,22.2,29.958333333333332
29.8,35.7,25.4,999.2,77,1.9,10,13,23.875
28.2,35.7,25.6,1000.1,80,1.9,18.3,22.2,22.333333333333332
26.8,28.1,25.1,997.4,94,1.8,10,18.3,25.083333333333332
28.3,34.8,26.4,1002.4,83,1.9,6.3,22.2,66.79166666666667
29.6,34.3,25.7,1004.3,79,1.9,9.6,14.8,64.875
31.3,35.5,27,1003.5,72,1.9,4.4,7.6,47.583333333333336
30,34.4,25.6,1003.1,81,1.9,2.6,9.4,33.5
29,34.4,25.7,1003,87,1.9,1.1,9.4,43.041666666666664
29.4,32.7,26.7,1002.5,83,1.9,3.7,14.8,38.416666666666664
31.7,36.1,27.6,1001.7,72,3.1,8.7,16.5,49.291666666666664
32.2,36.7,28.7,1000.4,72,2.7,8.5,11.1,19.541666666666668
31.8,36.7,25,999.9,70,2.7,8.1,22.2,22.833333333333332
29.8,36.6,24.4,1000.3,74,1.9,14.3,22.2,24.291666666666668
28.6,32,26.8,998.6,88,1.8,2.2,9.4,74.66666666666667
28.9,34.2,26.1,999.1,83,1.9,5.4,14.8,41.875
27.2,34.2,25.1,1003.1,95,1.6,4.3,7.6,50.583333333333336
31,35.6,27.4,1002.3,74,2.3,2.8,9.4,58.125
31.4,36.2,27.7,1000.7,72,2.6,5,16.5,57.291666666666664
28,36.2,25.6,1001.2,86,1.9,3.1,9.4,38.25
29.3,33.6,25.4,1004.9,76,3.1,7.8,18.3,47.416666666666664
29.1,33.6,25,1005.2,71,2.6,12,29.4,56.916666666666664
28.9,33.7,25,1003.6,75,2.3,8.5,18.3,54.625
29.1,34.7,24.2,1006,66,2.7,9.3,24.1,45.958333333333336
29.3,34.7,24.7,1005.9,64,2.7,12.2,22.2,52.25
28.8,34.1,24.3,1005.3,68,2.6,12.2,22.2,43.333333333333336
28.3,34.7,23.4,1005.6,61,1.9,11.7,24.1,41.958333333333336
28.3,34.8,23,1005.3,59,2.6,12.4,33.5,0.0
28.5,34.5,23.7,1005.8,61,2.7,7.8,22.2,0.0
27.9,34.7,23,1010.1,66,2.6,5.7,22.2,45.75
28.2,34.7,23.3,1010.4,70,2.6,3.9,11.1,70.70833333333333
27.4,34.1,23.2,1011,70,1.9,4.8,11.1,51.791666666666664
27.2,34.6,21.2,1009.1,63,1.9,6.1,20.6,0.0
27.9,35.1,22.2,1008.3,57,2.6,6.5,14.8,11.583333333333334
26.4,35.1,21,1008,60,2.6,5.2,14.8,13.0
24.7,33,18.6,1007.9,63,1.6,3,18.3,156.25
23.5,32.8,17.6,1011.8,62,1.6,0.4,3.5,252.625
22.9,31.2,17.5,1013.6,59,1.1,2.8,11.1,119.41666666666667
22.4,30,16.7,1013.4,51,1.6,7.2,18.3,126.0
21.8,31.6,15.9,1011.7,66,1.1,0.7,5.4,232.33333333333334
22.5,32.6,15.4,1011.6,59,1.4,2.8,11.1,215.54166666666666
23.2,32.6,15.6,1010.6,55,1.9,3.1,11.1,239.41666666666666
22.7,32.4,15.9,1010.7,58,1.8,3.1,11.1,196.54166666666666
21.3,29.9,15.1,1013.1,66,1.4,0.9,7.6,232.54166666666666
21.4,30.7,14.2,1013.8,62,1.1,1.9,14.8,185.5
23.5,30.7,15.2,1012.8,60,1.3,2.4,11.1,282.1666666666667
21.1,30.4,14.5,1013.9,67,1.4,1.7,9.4,257.6666666666667
21.1,30.4,14.2,1014.6,67,1.6,2,9.4,166.875
21.1,29.6,14.3,1014.5,67,1.4,2.4,11.1,135.16666666666666
20.3,27.5,15.1,1014.5,83,1,0.9,3.5,211.45833333333334
19.8,27.7,14.6,1016.6,86,0.6,1.9,7.6,215.5
20.7,27.8,14.8,1017.5,84,0.5,0.7,5.4,223.375
19,28,12.7,1015.6,76,1.1,2,11.1,135.58333333333334
18.6,27.4,12.4,1014.8,74,1.1,1.1,9.4,152.04166666666666
18,27.4,12.7,1014.5,74,1.1,1.1,9.4,141.41666666666666
17.4,26.5,10.1,1014.5,75,1.3,1.5,7.6,46.708333333333336
19.7,27.6,14.2,1009.8,73,1.1,4.4,18.3,99.91666666666667
19.6,27.4,14.5,1014.3,79,1.1,4.3,11.1,119.70833333333333
21.2,29.2,14.4,1013,73,1.4,5.6,11.1,110.875
18.6,29.2,16.4,1013.9,88,0.6,4.6,14.8,200.33333333333334
13.7,23.1,6.9,1017.7,65,1.4,4.6,18.3,203.58333333333334
13.3,22.4,6.4,1017.6,60,1.4,5.4,14.8,25.083333333333332
12.7,22.4,5.9,1017.7,65,1.3,3.9,9.4,57.083333333333336
11.6,23,5,1017.8,81,0.3,0.9,7.6,349.2916666666667
12.2,20.4,4.8,1017.1,80,1,4.4,11.1,188.04166666666666
13,23,6.8,1017.8,71,1.1,0.4,3.5,310.25
10.3,20.3,2.9,1016.2,62,1.3,3.1,13,204.375
10.6,20.8,3.4,1016.2,69,0.6,0.2,1.9,223.25
11.2,21.6,4.1,1016.7,75,0.3,0.7,5.4,248.95833333333334
15.1,23.3,6.8,1017.3,78,0.8,2.2,7.6
