T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
20.4,26.6,14.3,1014.8,71.0,2.6,9.3,25.9,117.58333333333331
21.4,28.7,14.5,1016.1,64.0,2.3,5.6,14.8,122.70833333333331
24.1,32.0,17.0,1011.7,61.0,2.3,5.6,14.8,111.95833333333331
24.6,32.5,17.6,1008.6,60.0,1.9,6.5,18.3,59.208333333333336
23.3,32.8,17.8,1009.7,66.0,2.6,3.7,11.1,77.20833333333333
26.3,34.6,19.8,1012.4,55.0,2.1,7.6,22.2,98.70833333333331
27.5,36.1,18.8,1010.2,52.0,1.9,3.0,14.8,123.70833333333331
29.1,39.2,19.5,1006.6,46.0,1.9,3.9,18.3,64.79166666666667
28.8,36.1,20.5,1004.5,49.0,1.8,1.5,7.6,52.333333333333336
29.6,38.7,21.0,1005.0,44.0,1.9,2.8,9.4,52.04166666666666
29.9,38.2,23.1,1006.4,41.0,1.9,4.1,18.3,128.33333333333334
30.3,38.2,23.0,1003.0,38.0,1.9,2.4,7.6,0.0
29.8,38.2,21.6,1003.5,38.0,1.9,4.3,9.4,23.20833333333333
30.2,38.0,20.7,1005.7,35.0,2.6,3.7,11.1,15.166666666666666
30.6,38.7,23.1,1007.5,35.0,1.9,1.7,9.4,21.25
30.2,38.8,19.6,1009.7,28.0,2.6,9.3,29.4,81.83333333333333
31.3,39.0,20.8,1010.2,30.0,1.9,2.8,7.6,105.33333333333331
31.3,40.1,21.6,1004.7,32.0,1.9,7.4,22.2,117.75
33.0,39.8,25.4,1004.0,27.0,2.6,8.9,29.4,84.5
32.7,41.2,24.1,1004.6,29.0,2.7,9.8,25.9,46.91666666666666
32.9,42.3,23.6,1006.1,31.0,2.7,4.6,11.1,104.625
32.7,39.2,26.5,1005.5,25.0,1.9,7.8,22.2,75.58333333333333
32.3,39.4,23.7,1004.5,27.0,2.6,5.7,14.8,106.95833333333331
32.3,39.7,24.7,1003.8,31.0,2.3,2.8,11.1,120.875
33.2,41.4,26.4,1004.9,41.0,1.9,4.8,22.2,0.0
34.1,41.7,28.0,1005.3,32.0,2.1,8.3,33.5,38.5
32.1,41.7,26.8,1006.5,39.0,1.8,9.6,25.9,94.75
30.8,36.7,23.6,1005.1,45.0,1.9,1.9,5.4,142.5
32.3,38.5,26.2,1002.5,41.0,1.9,6.7,14.8,133.375
29.7,35.6,25.6,1002.8,56.0,1.9,7.0,18.3,147.83333333333334
30.9,38.3,23.6,1003.3,47.0,1.9,1.1,5.4,158.29166666666666
33.4,39.0,27.5,1000.4,34.0,1.9,11.5,22.2,149.58333333333334
37.0,44.4,25.9,999.0,22.0,2.3,7.6,18.3,101.5
35.4,43.2,30.2,999.6,29.0,2.3,13.3,70.2,106.5
36.1,43.3,30.0,999.8,30.0,1.9,1.9,9.4,128.125
35.9,41.6,30.6,1000.7,33.0,1.9,5.6,18.3,101.95833333333331
35.6,41.8,28.7,999.5,24.0,2.7,9.4,25.9,98.41666666666669
34.4,42.6,25.0,999.5,26.0,2.7,4.8,14.8,94.375
37.0,44.6,29.6,993.8,34.0,1.9,5.6,11.1,107.625
37.2,45.2,28.8,993.0,27.0,1.9,6.3,22.2,110.41666666666669
37.3,43.8,30.3,993.8,42.0,1.8,11.5,25.9,95.83333333333331
35.1,42.5,26.1,999.6,27.0,1.9,7.2,20.6,72.25
37.5,44.1,28.0,999.8,25.0,1.9,15.2,29.4,38.66666666666666
38.6,44.1,34.2,1001.4,28.0,1.4,15.2,27.8,45.375
34.9,41.2,29.6,1002.3,37.0,1.4,23.7,29.4,65.16666666666667
28.9,33.0,27.0,999.6,51.0,2.1,4.6,14.8,66.08333333333333
25.0,26.9,22.1,1002.4,76.0,1.6,7.4,14.8,77.66666666666667
31.0,36.3,23.4,1002.1,47.0,1.8,13.0,29.4,70.25
33.5,43.0,28.1,998.9,42.0,1.9,10.9,18.3,56.29166666666666
33.4,39.7,26.1,999.4,46.0,1.9,8.0,22.2,77.0
34.7,40.6,27.8,998.7,38.0,1.9,6.1,22.2,32.958333333333336
36.1,43.2,27.8,998.5,48.0,2.6,3.0,11.1,80.625
38.3,44.8,29.8,997.4,40.0,1.9,3.9,9.4,90.70833333333331
37.5,44.1,31.1,995.7,47.0,2.3,5.0,9.4,97.29166666666669
31.8,36.5,27.4,997.4,58.0,1.9,3.0,9.4,50.708333333333336
35.2,41.6,28.6,996.5,45.0,1.9,3.7,7.6,40.375
35.2,41.1,27.4,996.1,50.0,1.9,3.5,7.6,49.41666666666666
32.5,38.9,29.8,998.1,63.0,1.9,15.9,33.5,61.875
34.3,39.4,27.7,998.8,58.0,1.9,2.2,5.4,0.0
34.6,38.9,30.6,999.8,60.0,1.9,9.8,16.5,29.666666666666668
29.9,37.1,26.0,1003.4,81.0,1.6,6.9,27.8,49.125
31.6,37.1,25.2,1003.3,74.0,1.9,2.6,7.6,43.66666666666666
33.7,37.4,28.8,999.8,69.0,1.9,2.8,9.4,29.83333333333333
30.6,34.8,23.2,1000.6,71.0,1.9,2.2,11.1,35.208333333333336
33.3,36.8,28.8,1000.9,62.0,1.9,4.8,11.1,37.625
32.9,36.6,29.5,1000.3,69.0,1.8,2.0,11.1,41.458333333333336
30.4,37.8,27.8,996.8,78.0,1.9,9.8,22.2,38.583333333333336
27.4,34.1,25.6,998.8,93.0,1.6,1.5,7.6,36.0
29.9,33.5,26.0,998.4,81.0,1.9,4.3,9.4,70.58333333333333
31.2,34.9,28.0,995.1,78.0,1.9,6.7,14.8,33.166666666666664
32.9,36.4,28.7,995.9,66.0,2.9,19.3,27.8,38.25
27.8,29.2,26.4,1000.1,88.0,1.9,20.6,29.4,26.58333333333333
26.3,29.6,24.4,1001.3,94.0,1.3,1.5,5.4,15.416666666666666
28.3,32.8,25.2,1001.1,84.0,1.6,0.9,5.4,41.375
28.7,34.0,25.2,999.6,84.0,1.9,8.5,14.8,25.541666666666668
29.8,34.0,26.8,998.2,80.0,1.9,14.3,22.2,28.375
31.9,35.8,28.6,1002.0,70.0,2.7,9.3,22.2,50.333333333333336
32.9,36.6,28.6,1000.4,69.0,2.3,5.9,14.8,35.375
32.9,37.6,28.4,1000.0,66.0,1.9,4.3,11.1,31.916666666666668
30.3,35.6,27.0,1001.7,80.0,1.9,3.0,9.4,35.291666666666664
28.0,33.5,26.0,1001.6,91.0,1.4,2.8,14.8,26.83333333333333
29.3,34.4,26.6,1002.7,86.0,1.9,0.7,5.4,21.125
27.3,27.8,26.4,1002.6,94.0,1.8,1.3,7.6,35.708333333333336
27.4,28.4,26.3,1004.8,97.0,1.4,1.9,7.6,43.583333333333336
27.6,28.4,26.8,1001.4,95.0,1.4,1.5,11.1,46.04166666666666
28.0,31.7,25.3,1002.5,86.0,1.9,3.1,7.6,82.875
29.2,33.9,25.6,1003.3,83.0,1.9,0.9,5.4,64.91666666666667
30.5,34.7,28.0,1000.7,79.0,1.9,4.3,9.4,34.416666666666664
29.6,35.0,27.2,1002.6,85.0,1.9,1.1,5.4,33.166666666666664
29.4,34.4,26.5,1003.0,85.0,1.9,2.8,7.6,30.625
28.4,34.4,26.0,1001.7,86.0,1.9,5.0,27.8,30.33333333333333
28.9,33.0,26.7,1000.6,88.0,1.8,3.7,11.1,0.0
28.2,32.2,26.2,1002.6,87.0,1.8,6.3,16.5,0.0
28.9,34.0,25.8,1002.9,86.0,1.9,3.9,16.5,0.0
27.9,32.0,24.6,1002.3,84.0,1.6,2.0,11.1,83.45833333333333
27.4,32.5,24.4,1003.0,83.0,1.9,1.1,7.6,71.66666666666667
22.9,32.0,21.8,1005.1,95.0,1.6,10.4,25.9,69.70833333333333
25.8,29.8,21.8,1004.1,94.0,1.6,4.1,14.8,62.375
26.2,29.8,24.4,1004.5,95.0,1.6,2.6,9.4,24.875
28.9,33.0,24.1,1006.9,70.0,1.9,9.3,18.3,43.958333333333336
28.2,32.6,23.2,1008.9,71.0,2.9,7.8,74.1,41.5
28.2,33.7,23.3,1008.7,64.0,1.9,0.7,5.4,30.33333333333333
28.6,34.4,24.6,1008.1,67.0,1.9,0.9,7.6,29.0
27.9,34.1,24.1,1005.7,77.0,1.1,0.7,5.4,61.708333333333336
27.7,33.3,23.0,1004.4,71.0,1.4,1.7,7.6,60.54166666666666
28.1,33.7,23.0,1001.7,65.0,1.8,2.4,9.4,41.583333333333336
26.9,33.6,22.0,1006.7,62.0,2.3,6.9,25.9,82.83333333333333
26.4,34.1,20.6,1007.6,70.0,1.9,2.2,7.6,95.25
28.2,33.3,23.3,1009.2,68.0,1.9,2.4,5.4,126.16666666666669
27.2,33.0,22.4,1008.0,72.0,1.0,1.9,7.6,136.70833333333334
27.3,32.7,23.0,1004.3,72.0,1.0,2.0,5.4,160.66666666666666
22.7,30.5,16.2,1010.8,63.0,1.8,2.8,7.6,245.66666666666663
22.9,30.6,16.5,1012.6,64.0,1.4,1.9,9.4,261.6666666666667
22.8,30.6,17.0,1013.7,58.0,1.1,5.0,14.8,272.4166666666667
22.3,30.6,16.8,1014.9,72.0,1.1,2.6,9.4,149.625
21.8,29.2,16.2,1012.4,73.0,0.8,2.8,9.4,99.70833333333331
21.9,29.7,16.0,1013.7,72.0,1.0,1.9,7.6,217.375
22.4,29.8,15.7,1015.2,68.0,1.1,1.5,5.4,309.375
22.3,31.1,16.4,1013.5,75.0,0.8,0.9,3.5,321.5416666666667
22.9,31.5,16.4,1015.2,74.0,1.1,0.7,5.4,278.0
23.4,30.6,16.7,1016.9,72.0,1.1,1.9,5.4,192.33333333333331
19.6,25.2,17.6,1011.5,89.0,0.6,0.6,3.5,224.16666666666663
22.7,29.2,17.4,1014.9,79.0,0.8,1.3,5.4,196.75
21.6,29.9,17.7,1015.1,78.0,1.0,1.3,9.4,221.54166666666663
20.0,27.7,15.2,1013.0,69.0,1.6,3.5,14.8,166.70833333333334
18.6,27.7,13.2,1010.7,65.0,1.4,9.6,22.2,130.70833333333334
18.4,26.2,13.3,1009.8,60.0,1.6,7.8,18.3,194.70833333333331
19.6,21.8,17.6,1013.5,89.0,0.8,0.4,3.5,134.45833333333334
19.0,25.3,15.0,1012.3,81.0,1.0,5.6,14.8,110.0
16.8,26.6,13.2,1013.0,70.0,1.4,3.3,11.1,160.0
15.9,24.6,10.7,1014.2,65.0,1.4,2.2,9.4,118.91666666666669
15.0,24.3,8.7,1016.5,72.0,1.0,1.1,5.4,185.95833333333331
14.6,23.3,7.7,1015.0,78.0,0.6,1.9,7.6,239.125
14.8,23.4,8.0,1012.3,70.0,0.8,1.7,13.0,365.2916666666667
14.3,22.6,8.5,1011.4,77.0,0.8,0.2,1.9,312.2083333333333
14.7,25.1,6.8,1012.5,66.0,1.1,0.7,5.4,121.33333333333331
13.7,25.1,6.3,1014.9,69.0,1.1,2.6,14.8,202.875
14.5,22.9,7.7,1014.8,69.0,1.1,5.6,14.8,260.1666666666667
13.7,21.9,8.5,1019.6,69.0,0.8,6.9,22.2,277.7083333333333
14.9,22.7,7.5,1017.7,53.0,1.1,12.4,25.9,284.1666666666667
13.0,21.7,6.8,1014.4,71.0,0.8,4.8,14.8,288.4166666666667
12.4,19.0,8.2,1014.3,84.0,0.5,5.0,11.1,166.91666666666666
11.5,19.0,7.0,1015.8,91.0,0.2,2.0,7.6,169.0
11.1,21.0,6.1,1016.1,81.0,0.5,0.6,3.5,186.04166666666663
12.1,17.8,8.8,1014.0,86.0,0.8,9.3,18.3,nan
11.5,16.7,8.4,1015.7,82.0,1.3,13.5,22.2,255.875
10.8,14.6,7.8,1016.0,81.0,1.0,11.1,18.3,217.08333333333331
9.7,14.7,6.0,1018.8,86.0,0.6,3.7,13.0,229.16666666666663
9.2,15.6,4.3,1016.7,83.0,0.5,3.0,7.6,298.4583333333333
7.6,15.6,4.3,1015.3,91.0,0.2,4.6,11.1,264.9166666666667
7.8,11.0,5.0,1016.9,91.0,0.3,8.7,13.0,404.5
13.9,24.6,5.3,1012.7,77.0,0.5,0.9,3.5,188.5
16.4,24.3,9.3,1011.3,75.0,0.8,3.1,11.1,164.75
14.8,24.3,10.0,1014.1,60.0,1.6,13.5,27.8,376.9166666666667
12.9,22.7,6.1,1013.4,61.0,1.6,9.4,22.2,0.0
13.1,21.2,6.5,1016.5,61.0,1.4,4.4,14.8,0.0
14.3,23.5,6.1,1015.9,64.0,1.4,3.5,14.8,57.0
14.3,23.0,7.2,1020.6,61.0,1.8,3.0,9.4,205.125
12.8,22.6,7.0,1019.4,72.0,1.1,6.1,14.8,214.125
15.0,22.4,8.2,1018.2,67.0,1.3,6.1,14.8,315.7916666666667
14.7,22.1,8.1,1017.1,65.0,1.4,8.3,22.2,322.25
16.6,24.1,8.6,1017.0,61.0,1.6,5.4,18.3,246.04166666666663
17.1,26.0,9.3,1016.7,67.0,1.1,3.1,9.4,200.91666666666663
21.1,26.2,14.6,1008.9,69.0,1.4,4.4,9.4,99.5
16.8,23.8,11.7,1011.6,70.0,1.4,8.5,16.5,143.91666666666666
15.8,23.8,9.3,1011.6,59.0,2.6,11.1,25.9,100.25
20.1,28.8,13.6,1009.2,67.0,1.6,3.5,9.4,165.0
18.2,22.2,15.6,1010.0,78.0,1.9,10.4,14.8,116.45833333333331
16.0,22.2,14.0,1010.9,95.0,1.6,6.9,16.5,143.0
16.6,23.8,10.0,1016.2,63.0,1.4,3.7,11.1,231.125
16.2,26.4,10.3,1017.2,75.0,2.1,5.0,11.1,218.66666666666663
15.6,26.4,9.6,1018.1,79.0,1.8,6.7,18.3,211.0
17.3,25.5,11.5,1012.3,72.0,1.4,5.0,16.5,52.208333333333336
16.6,22.6,12.1,1015.2,79.0,1.4,2.8,7.6,187.5
17.1,24.3,10.2,1018.7,61.0,1.8,6.7,14.8,130.16666666666666
16.5,22.3,11.3,1015.1,69.0,1.9,6.5,22.2,123.125
18.0,24.6,13.8,1013.3,78.0,1.1,1.3,5.4,120.91666666666669
17.3,20.7,14.0,1013.5,91.0,1.0,1.3,3.5,153.625
20.9,28.2,13.8,1015.3,52.0,1.9,11.3,18.3,130.33333333333334
20.8,27.8,15.1,1011.4,61.0,1.9,7.8,16.5,110.70833333333331
20.8,27.6,15.9,1011.8,59.0,2.7,8.3,22.2,138.5
21.5,29.8,13.2,1011.1,54.0,2.1,5.6,16.5,75.75
22.9,30.6,14.1,1010.6,58.0,1.8,6.9,18.3,146.54166666666666
24.1,33.1,15.8,1011.9,61.0,1.4,2.6,9.4,116.625
26.5,35.4,19.3,1001.6,52.0,1.6,1.7,7.6,80.04166666666667
26.1,33.3,19.8,1003.0,39.0,2.3,9.1,16.5,100.04166666666669
23.1,29.3,17.6,1007.9,50.0,1.6,8.9,24.1,109.45833333333331
25.4,33.0,19.1,1009.4,50.0,1.6,7.0,14.8,110.16666666666669
26.2,34.4,18.8,1009.1,47.0,2.4,9.3,25.9,108.20833333333331
27.4,35.6,19.1,1007.2,45.0,2.3,6.9,14.8,103.83333333333331
26.6,33.4,19.2,1008.3,41.0,2.1,10.0,22.2,74.29166666666667
27.0,33.6,19.4,1007.9,42.0,2.3,5.4,14.8,101.79166666666669
26.8,34.2,21.6,1008.5,41.0,1.9,8.3,16.5,106.16666666666669
26.2,34.2,20.0,1010.3,37.0,1.9,10.9,18.3,89.875
25.7,35.0,18.6,1010.8,43.0,1.8,5.4,16.5,48.208333333333336
25.6,33.0,18.2,1010.5,37.0,1.9,7.6,48.2,47.04166666666666
27.1,34.3,18.0,1011.0,39.0,2.6,4.3,13.0,67.79166666666667
27.8,34.1,20.4,1009.1,45.0,2.3,4.4,11.1,56.66666666666666
27.9,35.6,20.5,1007.2,46.0,1.8,2.0,7.6,79.0
29.5,35.6,21.8,1006.1,42.0,1.8,3.1,7.6,123.58333333333331
27.6,34.8,19.6,1006.8,39.0,1.9,5.7,16.5,80.29166666666667
27.6,34.9,18.6,1007.3,42.0,1.9,5.2,13.0,137.875
28.5,36.0,19.2,1007.5,33.0,1.8,9.3,33.5,87.875
31.8,40.5,22.9,1003.4,38.0,1.4,3.0,11.1,121.20833333333331
30.2,40.5,25.0,1006.4,43.0,1.1,14.1,22.2,97.04166666666669
29.4,37.2,23.6,1005.0,52.0,1.4,7.2,18.3,92.08333333333331
34.3,41.1,26.4,1002.8,32.0,1.9,8.3,18.3,130.625
33.4,40.3,25.5,1000.1,36.0,2.4,6.5,14.8,90.5
34.7,41.1,25.9,999.3,31.0,1.9,12.0,20.6,55.41666666666666
31.0,36.7,23.8,1002.8,44.0,2.3,5.6,14.8,108.33333333333331
32.0,38.8,24.7,1000.4,43.0,2.6,3.9,14.8,198.875
33.8,41.2,26.4,998.8,33.0,1.9,8.0,20.6,120.70833333333331
33.7,40.0,28.9,1002.1,40.0,2.6,5.4,16.5,60.54166666666666
34.0,41.0,28.2,1001.7,37.0,1.4,4.8,14.8,79.0
34.7,42.6,28.4,1003.1,30.0,1.9,5.2,11.1,133.70833333333334
35.1,42.2,28.8,998.1,41.0,1.9,12.6,24.1,53.25
32.2,39.2,27.0,997.4,57.0,1.9,15.0,20.6,65.16666666666667
27.1,32.4,21.4,997.7,68.0,1.9,14.1,29.4,83.58333333333333
35.2,41.8,29.2,1000.0,40.0,1.9,15.6,22.2,40.66666666666666
31.6,40.1,27.4,1002.2,48.0,1.9,7.4,33.5,48.125
31.0,36.6,25.3,1004.4,49.0,1.9,5.7,18.3,103.16666666666669
34.8,41.5,27.6,996.7,49.0,1.9,13.0,18.3,143.375
30.7,36.7,24.4,999.8,54.0,1.9,18.5,33.5,44.79166666666666
30.2,36.8,22.8,1003.3,51.0,1.9,8.1,18.3,71.95833333333333
32.1,39.4,24.5,1002.5,46.0,1.9,4.8,11.1,17.5
35.8,43.6,29.6,997.3,41.0,1.9,12.0,22.2,101.0
33.6,38.8,27.4,997.5,49.0,1.6,15.6,18.3,76.20833333333333
33.9,41.8,24.4,996.2,53.0,2.3,11.9,33.5,64.45833333333333
30.7,37.5,25.6,996.0,71.0,1.9,5.0,11.1,101.70833333333331
31.0,38.4,24.5,995.0,66.0,1.9,4.6,11.1,65.41666666666667
32.4,38.4,27.3,996.6,64.0,1.9,3.9,11.1,54.66666666666666
34.6,38.7,30.0,994.0,61.0,1.9,3.3,7.6,61.5
32.5,36.3,30.0,994.2,71.0,1.9,7.2,13.0,49.125
28.3,30.7,25.9,996.5,85.0,1.8,5.0,16.5,65.875
29.8,34.3,26.7,996.5,76.0,1.9,11.1,18.3,107.16666666666669
31.5,35.6,26.7,997.4,67.0,1.9,13.3,27.8,184.66666666666663
31.0,36.4,27.8,997.1,69.0,1.9,9.3,25.9,113.33333333333331
32.8,38.5,28.2,998.0,57.0,2.3,11.1,27.8,146.20833333333334
31.1,36.5,27.8,1000.9,73.0,1.9,10.4,16.5,112.29166666666669
27.8,36.5,26.8,1002.1,89.0,1.9,3.9,11.1,60.625
28.9,33.3,26.6,1000.2,84.0,1.8,6.1,11.1,71.0
32.4,36.4,28.2,996.8,72.0,1.9,8.5,14.8,153.41666666666666
29.8,35.6,27.4,997.0,80.0,1.9,8.3,11.1,134.95833333333334
28.9,32.6,26.8,997.2,79.0,1.9,11.1,14.8,81.125
31.6,36.3,27.5,993.6,74.0,1.9,3.3,7.6,52.25
32.4,37.3,28.9,993.3,66.0,1.9,13.0,18.3,160.375
31.2,37.3,26.3,995.6,75.0,1.9,4.6,7.6,99.375
30.6,35.0,27.5,1003.9,74.0,1.9,10.7,14.8,31.45833333333333
29.9,35.6,26.4,1003.9,83.0,1.9,2.0,9.4,47.375
29.2,35.6,27.2,1000.8,83.0,1.9,5.2,11.1,38.16666666666666
32.8,37.2,28.3,996.2,69.0,2.3,7.0,11.1,35.958333333333336
32.3,36.5,28.6,996.3,71.0,1.9,9.3,16.5,25.08333333333333
33.3,38.2,28.9,996.3,68.0,2.6,10.9,18.3,45.833333333333336
30.9,38.2,28.8,997.9,74.0,2.3,8.5,14.8,33.708333333333336
31.8,35.2,27.6,996.6,73.0,1.9,10.0,16.5,26.416666666666668
31.3,35.3,27.8,997.4,72.0,1.9,13.7,22.2,30.666666666666668
30.7,34.8,27.9,997.2,71.0,2.6,15.6,22.2,29.95833333333333
29.8,35.7,25.4,999.2,77.0,1.9,10.0,13.0,23.875
28.2,35.7,25.6,1000.1,80.0,1.9,18.3,22.2,22.33333333333333
26.8,28.1,25.1,997.4,94.0,1.8,10.0,18.3,25.08333333333333
28.3,34.8,26.4,1002.4,83.0,1.9,6.3,22.2,66.79166666666667
29.6,34.3,25.7,1004.3,79.0,1.9,9.6,14.8,64.875
31.3,35.5,27.0,1003.5,72.0,1.9,4.4,7.6,47.583333333333336
30.0,34.4,25.6,1003.1,81.0,1.9,2.6,9.4,33.5
29.0,34.4,25.7,1003.0,87.0,1.9,1.1,9.4,43.04166666666666
29.4,32.7,26.7,1002.5,83.0,1.9,3.7,14.8,38.41666666666666
31.7,36.1,27.6,1001.7,72.0,3.1,8.7,16.5,49.29166666666666
32.2,36.7,28.7,1000.4,72.0,2.7,8.5,11.1,19.541666666666668
31.8,36.7,25.0,999.9,70.0,2.7,8.1,22.2,22.83333333333333
29.8,36.6,24.4,1000.3,74.0,1.9,14.3,22.2,24.291666666666668
28.6,32.0,26.8,998.6,88.0,1.8,2.2,9.4,74.66666666666667
28.9,34.2,26.1,999.1,83.0,1.9,5.4,14.8,41.875
27.2,34.2,25.1,1003.1,95.0,1.6,4.3,7.6,50.583333333333336
31.0,35.6,27.4,1002.3,74.0,2.3,2.8,9.4,58.125
31.4,36.2,27.7,1000.7,72.0,2.6,5.0,16.5,57.29166666666666
28.0,36.2,25.6,1001.2,86.0,1.9,3.1,9.4,38.25
29.3,33.6,25.4,1004.9,76.0,3.1,7.8,18.3,47.41666666666666
29.1,33.6,25.0,1005.2,71.0,2.6,12.0,29.4,56.91666666666666
28.9,33.7,25.0,1003.6,75.0,2.3,8.5,18.3,54.625
29.1,34.7,24.2,1006.0,66.0,2.7,9.3,24.1,45.958333333333336
29.3,34.7,24.7,1005.9,64.0,2.7,12.2,22.2,52.25
28.8,34.1,24.3,1005.3,68.0,2.6,12.2,22.2,43.333333333333336
28.3,34.7,23.4,1005.6,61.0,1.9,11.7,24.1,41.958333333333336
28.3,34.8,23.0,1005.3,59.0,2.6,12.4,33.5,0.0
28.5,34.5,23.7,1005.8,61.0,2.7,7.8,22.2,0.0
27.9,34.7,23.0,1010.1,66.0,2.6,5.7,22.2,45.75
28.2,34.7,23.3,1010.4,70.0,2.6,3.9,11.1,70.70833333333333
27.4,34.1,23.2,1011.0,70.0,1.9,4.8,11.1,51.79166666666666
27.2,34.6,21.2,1009.1,63.0,1.9,6.1,20.6,0.0
27.9,35.1,22.2,1008.3,57.0,2.6,6.5,14.8,11.583333333333334
26.4,35.1,21.0,1008.0,60.0,2.6,5.2,14.8,13.0
24.7,33.0,18.6,1007.9,63.0,1.6,3.0,18.3,156.25
23.5,32.8,17.6,1011.8,62.0,1.6,0.4,3.5,252.625
22.9,31.2,17.5,1013.6,59.0,1.1,2.8,11.1,119.41666666666669
22.4,30.0,16.7,1013.4,51.0,1.6,7.2,18.3,126.0
21.8,31.6,15.9,1011.7,66.0,1.1,0.7,5.4,232.33333333333331
22.5,32.6,15.4,1011.6,59.0,1.4,2.8,11.1,215.54166666666663
23.2,32.6,15.6,1010.6,55.0,1.9,3.1,11.1,239.41666666666663
22.7,32.4,15.9,1010.7,58.0,1.8,3.1,11.1,196.54166666666663
21.3,29.9,15.1,1013.1,66.0,1.4,0.9,7.6,232.54166666666663
21.4,30.7,14.2,1013.8,62.0,1.1,1.9,14.8,185.5
23.5,30.7,15.2,1012.8,60.0,1.3,2.4,11.1,282.1666666666667
21.1,30.4,14.5,1013.9,67.0,1.4,1.7,9.4,257.6666666666667
21.1,30.4,14.2,1014.6,67.0,1.6,2.0,9.4,166.875
21.1,29.6,14.3,1014.5,67.0,1.4,2.4,11.1,135.16666666666666
20.3,27.5,15.1,1014.5,83.0,1.0,0.9,3.5,211.45833333333331
19.8,27.7,14.6,1016.6,86.0,0.6,1.9,7.6,215.5
20.7,27.8,14.8,1017.5,84.0,0.5,0.7,5.4,223.375
19.0,28.0,12.7,1015.6,76.0,1.1,2.0,11.1,135.58333333333334
18.6,27.4,12.4,1014.8,74.0,1.1,1.1,9.4,152.04166666666666
18.0,27.4,12.7,1014.5,74.0,1.1,1.1,9.4,141.41666666666666
17.4,26.5,10.1,1014.5,75.0,1.3,1.5,7.6,46.708333333333336
19.7,27.6,14.2,1009.8,73.0,1.1,4.4,18.3,99.91666666666669
19.6,27.4,14.5,1014.3,79.0,1.1,4.3,11.1,119.70833333333331
21.2,29.2,14.4,1013.0,73.0,1.4,5.6,11.1,110.875
18.6,29.2,16.4,1013.9,88.0,0.6,4.6,14.8,200.33333333333331
13.7,23.1,6.9,1017.7,65.0,1.4,4.6,18.3,203.58333333333331
13.3,22.4,6.4,1017.6,60.0,1.4,5.4,14.8,25.08333333333333
12.7,22.4,5.9,1017.7,65.0,1.3,3.9,9.4,57.083333333333336
11.6,23.0,5.0,1017.8,81.0,0.3,0.9,7.6,349.2916666666667
12.2,20.4,4.8,1017.1,80.0,1.0,4.4,11.1,188.04166666666663
