T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
30.7,33.2,27.7,997.2,77,1.9,6.3,11.1,4.833333333333333
30.7,35.3,28.2,996.2,78,1.9,5,11.1,8.291666666666666
27.3,29,25.4,998.1,90,1.8,2.8,11.1,19.833333333333332
27.9,29.4,26.6,998.8,90,1.1,1.5,7.6,25.791666666666668
31.8,36.9,27.3,995.9,69,1.9,8.9,22.2,22.708333333333332
32.2,36.6,28.8,994.6,62,1.9,12.6,22.2,27.125
29.4,32.9,27.1,1000.3,82,1.9,0.9,7.6,47.416666666666664
28.7,34.6,26.4,999.9,85,1.9,6.7,18.3,33.791666666666664
28.8,34.6,26.1,999.2,85,1.6,3.7,9.4,54.875
28.2,35.2,26.4,998.9,86,1.9,6.7,16.5,41.708333333333336
29.2,33.2,25.9,998.8,83,1.9,9.3,16.5,28.75
29.9,33.7,26.7,1000.6,78,2.3,6.7,18.3,31.0
30.7,34.5,28.6,1000.1,80,1.9,3.1,14.8,14.5
28.8,34.5,27.2,1000.4,90,1.9,5.4,9.4,23.916666666666668
27.3,33.3,24.8,1001.1,93,1.4,3.9,16.5,26.458333333333332
26.8,29,25.5,1003,94,1.9,4.6,18.3,29.208333333333332
28.5,32.9,25.6,1001.6,86,1.6,2.8,11.1,36.5
28.2,34.5,26,1000.3,81,1.8,3.1,51.9,57.25
29.9,34.5,24.6,1001.4,79,1.9,1.9,7.6,44.125
31.2,35.3,26.8,1000.9,74,1.9,1.1,9.4,62.25
29.4,35.3,27,1002.1,82,1.8,5.6,18.3,60.125
30.1,34.9,25.6,1001.4,75,2.3,4.8,11.1,54.25
28.9,32.6,26,1003.9,77,2.3,20.2,27.8,39.208333333333336
28.8,33.6,24.8,1004.4,81,1.9,5.6,14.8,38.708333333333336
30.9,35.5,26.2,1004,75,2.7,0.4,3.5,31.375
29.7,35.8,25.9,1000.9,82,1.9,6.3,11.1,94.375
28.2,32.6,26.2,1000.3,87,1.9,7.4,11.1,85.75
28.3,34,24.8,999.6,84,2.1,10.9,18.3,80.66666666666667
28.8,33.1,24.8,1005.2,77,1.9,3.1,9.4,39.416666666666664
28.7,32.9,24.6,1005.6,76,2.6,7.4,20.6,23.958333333333332
28.4,33.5,23.9,1005.6,73,2.6,7.4,18.3,19.916666666666668
28.6,34.4,23.4,1006.7,62,2.7,10,22.2,50.416666666666664
28.6,34.6,23.6,1009.7,62,2.7,8.5,18.3,55.708333333333336
28.2,34.6,23.3,1010.1,67,2.6,5.6,14.8,47.083333333333336
28,35.1,21.3,1008.4,61,2.6,3.7,14.8,69.375
28.3,34.6,22.5,1006.6,60,2.6,4.3,14.8,65.375
28.6,35.4,24,1004.2,59,1.8,4.6,11.1,75.625
26.8,34.1,20.4,1010.8,55,2.6,4.6,18.3,97.70833333333333
26.3,34.1,19.6,1009.9,52,2.7,6.1,22.2,80.70833333333333
26.1,33.7,19.7,1008.7,53,1.9,3.9,11.1,69.25
25.4,35.3,19.7,1010.1,63,1.6,2.4,16.5,65.375
27.2,35.5,19.5,1010.5,54,2.6,3,13,84.375
27.1,34.7,21.4,1013,51,1.6,9.3,27.8,115.875
24.3,32.6,17.5,1013.9,61,1.4,2.8,11.1,153.375
24.4,31,17.8,1014.9,64,1,0.7,5.4,162.875
24.9,31,18.2,1015.3,61,1.1,2.4,9.4,115.70833333333333
21.1,27.8,14.9,1011.8,65,1.9,5,18.3,49.333333333333336
21.3,29.7,14.2,1014.1,62,1.3,1.9,11.1,80.16666666666667
21.4,28.7,15.2,1013.6,71,0.6,0.6,3.5,256.9583333333333
21,28.8,15.3,1013,79,0.6,0.9,7.6,185.08333333333334
20.1,28.8,15.9,1012.2,85,0.5,1.1,3.5,249.5
21,27.8,15.3,1012,73,0.8,0.7,5.4,269.5833333333333
20.6,29.3,14,1011.7,68,0.5,0.7,5.4,241.875
20,28.1,14.3,1010.8,68,1.1,2.8,11.1,176.875
20.6,30.3,12.8,1011.9,62,1.4,2.6,13,205.0
18.7,26.6,13.4,1016,74,0.6,0.9,7.6,257.4166666666667
19,27.5,13,1013.8,70,0.6,2.8,11.1,204.75
19.3,26.8,12.8,1015,71,0.8,2.6,14.8,160.95833333333334
18.7,27.7,12.3,1015.1,64,1,3.5,16.5,268.1666666666667
19.2,27.1,10.8,1015.7,53,1.4,2,11.1,278.3333333333333
16.7,26.4,9.6,1015.4,59,1.9,2.4,11.1,256.7083333333333
17,25.8,10.3,1014.8,63,1.4,2,9.4,156.375
16.8,25.8,10.5,1015.7,62,1.8,6.1,22.2,200.5
16.8,25.5,9.4,1014.5,58,1.8,4.4,16.5,267.0416666666667
14.7,23.1,10,1015.8,66,2.3,4.4,14.8,190.5
14.8,24.5,7.8,1017.3,65,1.4,0.9,7.6,236.41666666666666
14.1,23.8,6.8,1017.5,64,1.4,4.1,18.3,187.875
17.4,26.1,10.2,1014.1,51,1.9,6.9,18.3,288.0833333333333
16.6,26.8,9.3,1013.1,57,2.4,3.1,11.1,302.4583333333333
17,28.1,9,1012.2,64,2.3,2.6,11.1,261.25
18.8,25.6,12.5,1013.5,68,1.9,2.8,11.1,161.375
17.6,25.6,14,1017.8,72,2.6,10.4,25.9,157.375
17.8,24.7,12.8,1018.8,73,1.3,1.7,9.4,162.875
16.1,24.9,11.3,1015.6,50,2.6,14.3,25.9,264.5833333333333
14.2,22.7,9.5,1014.5,61,1.8,10.4,25.9,253.29166666666666
13.9,22.8,7.6,1016.2,64,1.9,3.9,18.3,338.625
11.2,16.2,7,1016.5,86,0.5,4.4,7.6,210.875
12.1,18.3,9,1016.5,81,0.8,4.4,11.1,255.33333333333334
10.8,16.6,8.2,1015.9,86,0.6,5.9,11.1,199.91666666666666
9.2,17,5.5,1015.3,84,0.8,6.1,14.8
