T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
29.9,35,23,1006.3,60,2.6,6.7,24.1,51.791666666666664
30,36,22.5,1004.9,63,2.6,3,7.6,66.75
28.6,35,19.8,1008.2,49,3.7,11.5,22.2,11.583333333333334
28.3,35.2,19,1009.4,53,3.4,9.1,35.9,13.0
26.8,35.2,17.5,1010.4,57,2.6,5.7,13,7.875
27.6,35,17.6,1007.6,53,3.1,5.9,13,156.0
27.7,35,18.6,1006.9,52,3.1,7.8,28.7,151.79166666666666
27.3,35,19,1007.8,55,3.2,7.2,27.8,181.54166666666666
27.2,34.5,19.5,1009,58,3.1,11.1,25.9,119.41666666666667
26.4,33,18.4,1012.4,60,2.6,4.6,14.8,126.0
25.4,33.4,16.5,1014.3,62,1.6,5,14.8,172.66666666666666
23.7,31.7,15.5,1017.7,69,1,1.3,5.4,215.54166666666666
23.4,31.1,14.2,1016,60,1.1,3,7.6,239.41666666666666
22.6,30.6,15.8,1015.4,69,0.5,1.1,5.4,196.54166666666666
23.9,32,14.5,1015.6,63,1,2,5.4,206.75
23.2,30.2,14,1012.6,55,1.1,7.4,18.3,185.5
22.5,29.5,15.6,1013.3,56,1.1,11.7,22.2,282.1666666666667
21.7,30,12.2,1014.5,52,1.1,6.3,16.5,226.45833333333334
22.2,30.2,13.6,1015.6,63,1.6,1.5,3.5,135.16666666666666
20.8,29.3,12.1,1016.7,58,1.8,3.5,9.4,133.125
20.7,28.8,10.6,1017.8,56,1.8,6.1,16.5,175.04166666666666
20.8,29,10.5,1013.9,61,1.8,2.6,7.6,223.375
22,31,10.7,1013.2,56,1.8,2.4,14.8,187.54166666666666
21.4,30.6,10.8,1011.9,54,2.6,7.8,18.3,198.45833333333334
24.2,31,16.5,1013,36,2.9,13.9,22.2,141.41666666666666
22.7,30.8,13.6,1012,38,3.4,11.9,20.6,248.625
21.4,29.6,12.7,1013.7,40,2.6,8,20.6,162.54166666666666
19.2,25.9,11.9,1017,84,0.8,2.6,9.4,91.75
18.9,25.8,11.5,1017.9,77,0.6,5,13,99.91666666666667
19.3,27,11.7,1019.6,57,1.8,5.2,11.1,113.375
17.8,24.8,11.2,1017,74,0.6,0.7,7.6,110.875
15.8,24.3,8.7,1015.8,77,0.8,1.7,7.6,200.33333333333334
18.2,27,7.7,1013.7,72,0.6,1.1,7.6,161.79166666666666
19,27.1,10.5,1015.1,61,1.6,3.3,9.4,25.083333333333332
18,26.6,10.5,1017.1,61,1.9,8,14.8,57.083333333333336
17.2,24.2,10,1017.2,58,1.6,9.3,22.2,152.83333333333334
16.3,23,6.6,1016.9,61,1,9.4,20.6,188.04166666666666
18.1,24,11.2,1015.4,56,1.8,15.9,25.9,310.25
17.8,25,10.7,1015.8,54,2.3,9.4,22.2,375.7916666666667
13.9,24.5,11.4,1015,95,0.6,8.7,14.8,223.25
16.3,23,9.8,1016.9,78,1.1,7.4,16.5,248.95833333333334
16.3,23.4,9,1017.3,68,1.3,7.8,18.3,441.4166666666667
