T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.3,25,12.4,1013.1,72,2.7,8.5,18.3,39.291666666666664
21.3,28,13.8,1014,63,2.6,5.6,9.4,146.54166666666666
18.5,28.3,15.6,1014.8,88,1.9,4.8,9.4,116.625
18.8,25,12,1016.9,78,1.6,4.8,11.1,163.0
23.2,29.8,16,1010.7,73,2.1,4.1,9.4,100.04166666666667
24.7,31.2,16.4,1009.5,72,1.9,3.7,7.6,109.45833333333333
23.6,31.4,17.8,1010.7,72,2.6,3.1,7.6,103.08333333333333
25.6,33,16.8,1010.9,70,3.1,5.6,14.8,108.20833333333333
24.1,33.3,19,1012.2,75,1.9,8.7,18.3,103.83333333333333
21.7,29.2,17.6,1014.3,80,2.6,7.4,14.8,111.5
24.5,32.2,16,1010.1,54,2.6,6.3,9.4,101.79166666666667
25.6,32.6,17.4,1009.9,56,2.3,6.3,9.4,106.16666666666667
24.8,32.7,18.4,1011.8,53,3.7,8.3,16.5,89.875
23.2,31,15.4,1011.7,51,3.1,7.2,14.8,71.95833333333333
26.7,35.8,17.6,1008.6,50,2.7,8.1,14.8,47.041666666666664
25.8,34.2,19.8,1009.9,49,3.5,6.1,13,67.79166666666667
24.6,33.5,13.5,1009.9,57,3.5,4.6,11.1,65.45833333333333
30.7,37.6,20.6,1007.2,49,3.5,6.7,14.8,79.0
31.1,39.2,23.2,1007.5,55,2.7,2.2,7.6,123.58333333333333
31.2,39.7,24,1006.6,40,2.7,5.6,14.8,97.875
27.3,37.3,19,1007,58,3.1,3.9,11.1,137.875
26.4,35.2,20.2,1008.6,58,3.1,5.6,14.8,87.875
27.2,34.2,19.2,1007.9,56,3.5,4.8,9.4,61.875
30.3,38.4,23.8,1004.7,55,4,5.6,11.1,97.04166666666667
24.4,37.9,20.4,1008,76,2.3,9.6,18.3,92.08333333333333
27.1,33.2,18.9,1010.9,70,2.7,12.8,18.3,105.75
31.8,38.8,24.6,1004.6,64,3.1,8.1,11.1,90.5
31.2,38.8,24.4,1005,65,2.7,10.9,14.8,55.416666666666664
27.2,37.9,22.6,1006.7,81,1.9,8.7,14.8,79.29166666666667
29.4,36.6,21.6,1006.2,43,3.2,5.4,11.1,198.875
32.2,39.2,23.7,1004.2,45,3.2,5.7,9.4,120.70833333333333
33.5,40.4,26.2,1004.8,48,2.3,6.5,11.1,117.375
30.2,37.2,26.2,1005.7,57,1.9,6.3,11.1,79.0
30.8,39.7,23.6,1004.7,55,2.7,7,11.1,133.70833333333334
31.8,39.7,23.6,1003.9,41,3.1,7.4,16.5,87.08333333333333
32.3,40.7,22.1,1000.1,33,2.6,3.1,11.1,65.16666666666667
32.7,40.7,22,999.6,29,3.5,7.2,11.1,83.58333333333333
33.2,41.4,24.8,998.5,31,4,7.4,14.8,86.91666666666667
36,44.4,27.2,999.7,34,3.1,9.4,22.2,48.125
37.6,45.6,28.2,998.2,30,3.5,10,18.3,103.16666666666667
37.5,46,28.4,996.5,26,4,9.4,13,119.70833333333333
25.8,34.8,20,1006.9,78,2.6,6.7,14.8,44.791666666666664
29.4,35,21,1006.3,66,3.1,3,5.4,71.95833333333333
30.9,36.4,24.8,1004.3,56,2.7,8.5,14.8,17.5
30.5,36.9,24.9,1002.6,63,2.7,4.6,9.4,87.08333333333333
29.3,36.8,23.2,1001.1,71,1.9,7.4,13,76.20833333333333
31.8,37.4,25.2,1000.4,63,1.9,5.2,18.3,84.33333333333333
34.3,39.6,26.9,999.9,56,3.2,5.4,13,84.20833333333333
32.6,41.5,28.8,998.5,68,1.9,5.9,9.4,64.45833333333333
35,40,28,999,57,3.1,8.1,11.1,80.54166666666667
35.7,41.2,28.6,996.8,54,3.7,8.3,11.1,58.083333333333336
36.6,42.5,29.8,997.8,53,3.2,9.4,11.1,54.666666666666664
31.1,41.2,22.4,998.8,71,2.7,9.8,22.2,78.54166666666667
31.9,38.1,24.6,998.5,74,3.2,5.9,11.1,73.0
31.8,36.4,26.8,999.1,79,3.2,5.2,18.3,65.875
32.9,37,27.2,998.1,71,3.7,9.4,18.3,72.41666666666667
34.8,40,28.2,996.6,63,3.1,13.9,27.8,71.29166666666667
34.2,38,28.8,997.9,69,3.2,5.2,9.4,113.33333333333333
36,40,30,995.7,64,2.6,7,11.1,146.20833333333334
36.2,42,30.4,995.9,63,2.7,10.7,25.9,65.375
30.9,36.2,26.4,1000.6,77,3.5,11.9,18.3,60.625
31.6,36,26.9,1000.4,79,2.3,9.8,18.3,71.0
33.1,38,27.4,996,68,3.1,7.8,11.1,57.041666666666664
32.4,37,26.2,997.2,64,3.5,8.1,11.1,134.95833333333334
33.9,38.2,27.6,998.5,69,2.3,7.2,14.8,81.125
32.7,38.5,28.8,999.2,73,1.9,8.3,14.8,197.66666666666666
29.6,36.4,23.4,998.1,85,1.8,7,13,160.375
28.8,35.2,24.8,997.5,81,2.7,5.2,7.6,99.375
26.3,32.6,23.5,1000.9,93,2.1,6.7,22.2,123.875
31.7,35.4,25.9,1004.8,80,2.6,5.2,9.4,47.375
32.7,36,26.8,1003.2,74,3.2,6.1,16.5,38.166666666666664
34.1,38,28.2,1000.8,69,3.7,10.4,18.3,42.541666666666664
31.5,34,27.3,1000.7,79,2.4,5.7,9.4,25.083333333333332
30.7,36.2,26.8,1000.3,80,2.1,6.9,14.8,45.833333333333336
33,37,26.2,997.5,69,3.4,8.5,22.2,33.708333333333336
33.5,37,28.4,993,70,3.5,11.1,18.3,31.875
33.1,37.5,27.6,1000.1,70,2.9,10.2,16.5,30.666666666666668
33.9,37.4,28.1,997.4,69,3.2,5,9.4,29.958333333333332
31.3,37.6,26.2,997.9,81,2.7,4.8,11.1,47.458333333333336
26.8,29,25,996.6,97,1.9,5.9,13,22.333333333333332
29.7,32,25.4,995.9,86,2.7,7.4,9.4,25.083333333333332
31.7,35,26.4,996.7,79,2.9,6.9,13,32.958333333333336
26.6,35,25,998.9,98,1.9,6.9,18.3,64.875
26.2,29,24.1,1001.2,97,2.1,5.4,11.1,47.583333333333336
30.7,35,24.2,1002,76,3.7,7.8,14.8,48.291666666666664
30,33,25.8,1003.1,78,3.2,6.3,14.8,43.041666666666664
31.3,34,26.5,1004.2,71,3.4,8.1,14.8,38.416666666666664
31.8,35,26.2,1002.4,67,3.7,8.7,13,29.166666666666668
29.4,33,25.5,1003.1,75,3.5,10.6,14.8,19.541666666666668
30.9,35,24.8,1004.6,67,3.9,9.8,13,22.833333333333332
31.3,35,25.3,1005.9,72,3.5,3.9,11.1,24.291666666666668
32,35,27.5,1006.7,72,2.7,8.3,18.3,25.291666666666668
29.7,35.5,25.8,1003.2,80,2.9,3.3,18.3,41.875
31.3,35.2,25.1,1003.5,71,2.9,4.1,11.1,50.583333333333336
31.5,35.4,26.1,1003.3,72,2.9,3.1,5.4,44.416666666666664
32.8,37.3,26.6,1003.6,67,2.7,2.4,11.1,57.291666666666664
32.7,37,27.5,1002.8,70,2.9,2,7.6,38.25
32.7,37.2,26,1002.6,66,2.9,3.9,9.4,57.208333333333336
33.3,38,28,1000.7,63,3.2,3.7,9.4,56.916666666666664
32.9,37.3,26.6,1000.2,64,3.2,4.3,9.4,54.625
32.9,37,26.6,999.6,66,2.7,3.5,9.4,42.875
32.1,37.2,25.4,1001.4,58,3.5,6.3,14.8,52.25
30.3,37.4,24.3,1002.7,62,3.2,8.5,18.3,43.333333333333336
31.1,36,23.2,1005.4,56,4,6.1,16.5,41.875
30.5,37,21.9,1004,53,3.2,8.5,16.5,0.0
29.9,36.7,20.6,1004.9,58,3.4,4.8,16.5,0.0
29.5,36.4,20.3,1006.3,54,3.5,4.8,7.6,0.0
29.3,36.4,18.6,1009.1,56,3.4,4.3,16.5,70.70833333333333
28.9,36,19.1,1008.9,58,2.9,4.3,9.4,51.791666666666664
28.9,35.6,19.2,1009,58,2.7,2,7.6,66.75
29.3,35.4,19.8,1005.6,66,2.3,1.3,7.6,11.583333333333334
30,35.4,23.7,1007.3,65,1.9,1.1,5.4,13.0
28.1,35,20.2,1007.5,54,2.9,1.3,7.6,7.875
25.4,34.7,16,1007.1,52,2.4,3.3,13,156.0
25.7,34,13.7,1008.4,49,2.9,3,9.4,151.79166666666666
26.6,35,14.3,1008.1,48,2.9,2.6,9.4,181.54166666666666
25.8,33.2,13.8,1011,60,2.3,0.2,3.5,119.41666666666667
24.9,33.9,15,1011.6,57,1.8,2.4,9.4,126.0
24.2,32.8,14.4,1012.1,54,1.8,5,16.5,172.66666666666666
23.3,31.4,13,1013.3,53,1.8,7.6,16.5,215.54166666666666
22.1,31,11.4,1013.8,52,1.6,8.1,16.5,239.41666666666666
19.1,30.6,10.8,1014,61,2.1,4.8,13,196.54166666666666
19.7,30.2,10,1013.8,62,1.9,2.6,11.1,206.75
19.4,30.9,11.8,1017.8,70,0.5,2.2,14.8,185.5
18.4,30,11.2,1018.2,74,0.5,0.9,3.5,282.1666666666667
18.7,29.6,10,1016.3,75,0.3,2,5.4,226.45833333333334
21.7,30,12.3,1016.7,62,1.9,2.2,9.4,166.875
20.7,29.7,10.7,1014.8,70,0.6,1.5,3.5,135.16666666666666
21.4,29,11.4,1014.5,66,1,6.9,11.1,133.125
17.6,25.4,9.4,1014.2,68,1.8,2.2,9.4,215.5
16.6,25.6,7.5,1015.4,68,1.8,5,14.8,223.375
15.6,25.4,8.5,1016,68,1.9,4.6,11.1,187.54166666666666
17.5,25.3,10.4,1016.7,78,0.5,3.3,5.4,152.04166666666666
18.6,25,10.4,1019.2,72,1.6,4.8,9.4,141.41666666666666
18.4,26.8,10.2,1020.5,69,2.1,5.9,14.8,248.625
17.1,26.8,8.1,1017.4,74,1,1.3,7.6,91.75
16.7,27.2,8.2,1014.8,77,1.4,3.1,9.4,99.91666666666667
16.7,27,8.2,1014.4,78,1,2.6,7.6,113.375
18.3,28.2,12,1016.9,84,0.5,3.1,9.4,110.875
17.7,27.2,9.5,1016.9,78,1,0.9,3.5,200.33333333333334
18.2,28.6,9.6,1014.7,74,1.4,1.1,9.4,161.79166666666666
14.4,21.8,10,1015.8,83,1.3,5,11.1,25.083333333333332
10.6,20.6,8,1018.3,87,1.3,2.6,7.6,57.083333333333336
10.9,19.4,4.1,1020,85,1.1,4.4,9.4,152.83333333333334
14.1,22,3.9,1019.4,59,1.8,8.7,16.5,188.04166666666666
12.9,21.8,3.4,1019.5,70,1.3,5.4,14.8,310.25
13.9,23.2,5.5,1017.2,69,1,4.1,13,375.7916666666667
13,23.1,4.6,1017,74,1.1,3.5,9.4,223.25
13.3,22.4,4.4,1016.5,72,1.1,5.2,9.4,248.95833333333334
15,21.9,6,1013.5,68,1,5.4,11.1,441.4166666666667
10.7,17,3.3,1018.7,82,0.5,4.8,9.4
