T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
26.4,34.6,20.2,1010,63,2.3,1.9,7.6,61.708333333333336
27.5,34.8,20.1,1008.1,63,1.9,2,9.4,60.541666666666664
27.8,35.3,22.4,1007.4,66,1.9,3.7,9.4,41.583333333333336
24.2,31.8,17.3,1011.6,58,2.6,5.4,14.8,82.83333333333333
25.7,32.5,17,1012.1,58,2.6,3,9.4,95.25
27.1,34,17.8,1011,54,2.3,2.8,9.4,126.16666666666667
26,33.8,17.4,1013.8,52,2.4,2,7.6,136.70833333333334
24.5,32.5,15,1014.8,58,2.4,2,7.6,245.66666666666666
24.2,32.4,15.8,1016.8,59,2.1,0.6,5.4,261.6666666666667
24.2,31,15.6,1016.7,62,1.9,2.4,9.4,272.4166666666667
24.1,31,16,1015.3,63,1.6,2.2,10.7,149.625
24.1,31.1,16,1014.3,65,1.6,5,14.4,99.70833333333333
24.6,32,16,1012.1,63,1.6,4.1,7.6,217.375
25.2,31.6,18.5,1011.7,63,1.9,9.4,14.8,309.375
20.3,28,12.5,1015.7,44,3.1,8.3,18.3,321.5416666666667
18.6,27.8,10.5,1014.7,58,1.4,1.1,3.5,278.0
21.9,30.2,14.2,1009.6,74,1.3,4.1,9.4,224.16666666666666
22.2,29.4,17.6,1011.4,77,2.3,5.4,14.8,196.75
22.2,28.5,16.2,1015.2,67,2.4,4.8,9.4,221.54166666666666
19.3,27.9,10.4,1016.4,59,2.9,2,9.4,134.45833333333334
19.8,27.2,10.5,1016.3,64,2.1,0.7,5.4,110.0
20.8,28.2,10.7,1018,65,1.9,0.9,5.4,160.0
19.6,28,9,1014.6,56,2.4,2.4,11.1,176.375
18.9,28.1,8.6,1016.7,58,1.9,3.5,9.4,185.95833333333334
17.5,25.1,8.8,1015.7,67,1.9,4.8,22.2,239.125
16.5,24.2,7.6,1016.3,70,1.8,2.8,11.1,365.2916666666667
17.4,25,8.2,1014.9,66,1.8,1.1,7.6,312.2083333333333
15.7,21.4,8,1022.8,74,1.9,5.9,14.8,202.875
15.3,22,8.2,1022.3,78,1.9,5.6,13,260.1666666666667
14.8,22.3,5.2,1018.9,67,2.1,4.6,11.1,277.7083333333333
12.3,22.4,4,1017.9,74,1.3,1.1,3.5,284.1666666666667
11.3,22.3,4.7,1017.7,82,1.1,3,3.5,288.4166666666667
12.3,19.4,6.2,1016.8,80,1.3,6.7,25.9,166.91666666666666
11.1,20.6,3.6,1015.7,76,1.3,3,9.4,169.0
11.6,21.4,3.4,1017.1,76,1.1,2.4,5.4,186.04166666666666
12,22.9,3.8,1021.2,73,0.8,4.8,25.9
