T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.6,27.7,13.2,1010.7,65,1.4,9.6,22.2,130.7083333
18.4,26.2,13.3,1009.8,60,1.6,7.8,18.3,194.7083333
19.6,21.8,17.6,1013.5,89,0.8,0.4,3.5,134.4583333
19,25.3,15,1012.3,81,1,5.6,14.8,110
16.8,26.6,13.2,1013,70,1.4,3.3,11.1,160
15.9,24.6,10.7,1014.2,65,1.4,2.2,9.4,118.9166667
15,24.3,8.7,1016.5,72,1,1.1,5.4,185.9583333
14.6,23.3,7.7,1015,78,0.6,1.9,7.6,239.125
14.8,23.4,8,1012.3,70,0.8,1.7,13,365.2916667
14.3,22.6,8.5,1011.4,77,0.8,0.2,1.9,312.2083333
14.7,25.1,6.8,1012.5,66,1.1,0.7,5.4,121.3333333
13.7,25.1,6.3,1014.9,69,1.1,2.6,14.8,202.875
14.5,22.9,7.7,1014.8,69,1.1,5.6,14.8,260.1666667
13.7,21.9,8.5,1019.6,69,0.8,6.9,22.2,277.7083333
14.9,22.7,7.5,1017.7,53,1.1,12.4,25.9,284.1666667
13,21.7,6.8,1014.4,71,0.8,4.8,14.8,288.4166667
12.4,19,8.2,1014.3,84,0.5,5,11.1,166.9166667
11.5,19,7,1015.8,91,0.2,2,7.6,169
11.1,21,6.1,1016.1,81,0.5,0.6,3.5,186.0416667
12.1,17.8,8.8,1014,86,0.8,9.3,18.3,
